id,category,year,question,option_a,option_b,option_c,option_d,correct_answer,explanation,reference,difficulty
15,河川・砂防及び海岸・海洋,2014,海岸保全施設の設計に関する記述として、誤っているものをa～dのなかから選びなさい。,海岸保全施設は、設計潮位、設計波等の外力条件を適切に設定して設計する。,離岸堤は、海岸線の沖合に設置され、波浪の減衰効果により海岸侵食を防止する。,突堤は、海岸線から沖合に向けて設置され、沿岸漂砂の遮断により海岸侵食を防止する。,消波ブロックは、波浪エネルギーを増幅させることにより海岸保全効果を発揮する。,d,消波ブロックは波浪エネルギーを減衰・消散させることにより効果を発揮する。,海岸保全施設技術基準,標準
16,河川・砂防及び海岸・海洋,2014,高潮対策に関する記述として、誤っているものをa～dのなかから選びなさい。,高潮は、台風等の低気圧による気圧降下と強風により海面が異常に上昇する現象である。,高潮による浸水被害を防止するため、海岸堤防等の整備が重要である。,高潮の予測には、気象条件と海象条件を考慮した数値計算が用いられる。,高潮対策では、ハード対策のみで十分であり、ソフト対策は不要である。,d,高潮対策では避難計画等のソフト対策も重要である。,海岸保全基本方針,標準
17,河川・砂防及び海岸・海洋,2014,津波対策に関する記述として、誤っているものをa～dのなかから選びなさい。,津波は、海底地震、海底地すべり、火山爆発等により発生する長波である。,津波の伝播速度は、水深の平方根に比例する。,津波防波堤は、津波の侵入を完全に防止することができる。,津波対策では、避難を基本とした総合的な対策が重要である。,c,津波防波堤は津波の勢いを弱める効果はあるが、完全に防止することはできない。,津波対策推進マニュアル,標準
18,河川・砂防及び海岸・海洋,2014,海岸侵食対策に関する記述として、誤っているものをa～dのなかから選びなさい。,海岸侵食は、波浪、潮流、河川からの土砂供給量の変化等により発生する。,養浜工は、砂浜の回復・保全を図る海岸侵食対策工法である。,ヘッドランド工法は、人工岬により砂浜の安定化を図る工法である。,海岸侵食対策では、一つの工法のみで対策を実施することが効果的である。,d,海岸侵食対策では複数の工法を組み合わせた総合的な対策が効果的である。,海岸保全施設技術基準,標準
19,河川・砂防及び海岸・海洋,2014,水文観測に関する記述として、誤っているものをa～dのなかから選びなさい。,雨量観測は、降水量の時間的・空間的分布を把握するために実施する。,水位観測は、河川の流況把握や洪水予警報のために実施する。,流量観測は、水位流量関係式の作成や河川計画検討のために実施する。,水文観測データは、観測精度に関係なく全て河川計画に使用できる。,d,水文観測データは観測精度や信頼性を十分検討した上で河川計画に使用する。,河川砂防技術基準,標準
20,河川・砂防及び海岸・海洋,2014,総合治水対策に関する記述として、誤っているものをa～dのなかから選びなさい。,総合治水対策は、河川改修のみならず、流域での雨水貯留・浸透施設の整備等を含む治水対策である。,雨水貯留施設は、降雨時の流出抑制効果を期待して設置される。,雨水浸透施設は、降雨の地下浸透により流出抑制効果を期待して設置される。,総合治水対策では、河川改修を実施しないため、河道の整備は不要である。,d,総合治水対策でも河道整備は重要な要素の一つである。,総合治水対策指針,標準
1,トンネル,2014,道路トンネルにおける、一般的な定期点検の実施要領に関する記述として、誤っているものをa～dのなかから選びなさい。,定期点検の結果で、応急対策が必要と判断された場合は、遅滞なく応急対策を行う。,点検員は専門的な判断が求められるので、大学卒業者においては4年以上の実務経験を有することが望ましい。,新設トンネルの初回定期点検は、建設後1年から2年以内に実施することが望ましい。,近接目視点検は、特に日常点検では発見しづらい変状があるアーチの上部や、坑門の上部に対して高所作業車等により点検個所に接近し入念に観察する必要がある。,c,新設トンネルの初回定期点検は、建設後5年以内に実施することが標準。,トンネル維持管理マニュアル,標準
2,トンネル,2014,"片押し延長2,500m以下、設計掘削断面50m2以上95m2以下のトンネル工（NATM）の施工計画に関する土木工事積算基準上の記述として、誤っているものをa～dのなかから選びなさい。",作業内容の支保工作業とは、吹付、金網、ロックボルト、鋼製支保工の総称である。,覆工作業には、型枠工とコンクリート工がある。,設計巻厚を確保するには、設計断面積より大きく掘削しなければならない。これを余掘といい、覆工及び吹付コンクリートで充填する。,a,d,余掘を考慮した断面積の外周は掘削線であり、変形余裕線ではない。,土木工事積算基準,標準
3,トンネル,2014,"片押し延長2,500m以下、設計掘削断面50m2以上95m2以下のトンネル工（NATM）の工事用仮設備の換気設備に関する土木工事積算基準上の記述として、誤っているものをa～dのなかから選びなさい。",換気に使用する送風機は、横断流式ファンを標準とする。,掘削断面、掘削延長、現場条件等を考慮し、必要な換気方式及び換気装置を計上するものとする。,所要換気量は、発破後ガス、ディーゼル機関から排出される排出ガス、作業者の呼気による炭酸ガス等を考慮し、適切に定めるものとする。,b,a,換気に使用する送風機は軸流式ファンを標準とする。,土木工事積算基準,標準
4,トンネル,2014,Terzaghiの支保工に作用する地圧に関する記述として、誤っているものをa～dのなかから選びなさい。,堅硬で侵されていない岩盤：ゆるみ高さ0、肌落ちや山はねのある場合は軽易な支保工を用意する,普通程度に塊状で割れ目のあるもの：ゆるみ高さ0.25B～0.35×(B+Ht)、側圧はない,はなはだしく小塊で割れ目の多いもの：ゆるみ高さ(0.35～1.10)×(B+Ht)、相当の側圧,徐々に押し出してくるもの（中程度の土被り）：ゆるみ高さ(1.10～2.10)×(B+Ht)、大きな側圧、インバートストラットが必要で、円形支保工が推奨される,d,徐々に押し出してくる地山では、ゆるみ高さは(1.10～2.10)×(B+Ht)ではなく、より大きな値となる。,トンネル工学,標準
5,トンネル,2014,吹付けコンクリートの配合に関する記述として、誤っているものをa～dのなかから選びなさい。,一般に水セメント比は、湿式では50～65％、乾式では45～55％の範囲である。,高強度吹付けコンクリートの水セメント比は、40～50％（水結合材比30～40％程度）である。,単位セメント量は、通常強度では260kg/m3程度である。,単位セメント量は、高強度吹付けコンクリートや液体急結剤を使用する場合は400～500kg/m3程度であることが多い。,c,通常強度の吹付けコンクリートの単位セメント量は350kg/m3程度が標準。,トンネル標準示方書,標準
6,トンネル,2014,青函トンネルに関する記述として、正しいものをa～dのなかから選びなさい。,海底掘削区間は、シールドトンネルで施工された。,海底掘削区間の最大水深は、約140mである。,海底掘削区間の最大水深部の土被りは、約140mである。,海底掘削区間は、片押し掘削によって施工された。,c,青函トンネルの海底部最大土被りは約140mである。,青函トンネル工事誌,標準
7,トンネル,2014,地圧発生の予測に関する組み合わせの記述のうち、誤っているものをa～dのなかから選びなさい。,花崗岩類：スレーキングしない・地圧発生しにくい,安山岩・玄武岩：スレーキングしやすい・地圧発生しやすい,蛇紋岩：スレーキングしやすい・地圧発生しやすい,中古生層の頁岩・粘板岩：スレーキングしやすい・地圧発生しやすい,b,安山岩・玄武岩は一般的にスレーキングしにくく、地圧発生も少ない。,トンネル工学,標準
8,トンネル,2014,特殊な地山条件において問題となる現象と取得すべき情報に関する組み合わせのうち、誤っているものをa～dのなかから選びなさい。,切羽の崩壊、突発的湧水：地山強度比、地下水位、破砕帯等の分布,坑壁の押し出し：スメクタイト含有量、地山強度比,山はね、切羽崩壊：相対密度、粒度分布,高圧熱水、有毒ガス発生：温度、ガス濃度,c,山はね、切羽崩壊に対しては、相対密度や粒度分布ではなく、地山強度や応力状態の情報が重要。,トンネル工学,やや難
9,トンネル,2014,吹付けコンクリートの機能および効果に関する記述として、誤っているものをa～dのなかから選びなさい。,コンクリートの軸圧縮抵抗：コンクリートの軸圧縮耐力や剛性によって、アーチに作用する、おもに内空に向いた比較的均一な外力や変形に起因する軸力に抵抗する。,コンクリートのせん断抵抗：コンクリートのせん断耐力や剛性によって、局部的な抜落ち等に起因するせん断力やせん断変位に抵抗する。地山と吹付けコンクリート間の付着力が必要である。付着力が損なわれると曲げ抵抗モードとなる。,コンクリートの曲げ抵抗：コンクリートの曲げ耐力や剛性によって、局部的な抜落ち等に起因する曲げモーメント等に抵抗する。,コンクリートと地山の境界面のせん断抵抗、付着抵抗：コンクリートと地山の境界面におけるせん断抵抗や付着抵抗による吊り下げ効果を得る。,c,コンクリートの曲げ抵抗は、一般的に吹付けコンクリートの主要な抵抗機構ではない。,トンネル標準示方書,やや難
10,トンネル,2014,TBM工法の構成要素と機能の記述の組み合わせとして、誤っているものをa～dのなかから選びなさい。,掘削部：ディスクカッター・岩を圧砕する,駆動部：カッターヘッド駆動装置・反力支持部に対し伸縮させる,推進部：スラストジャッキ・推進力を発生させる,掘削反力支持部：メイングリッパ・掘削反力を確保する,b,駆動部のカッターヘッド駆動装置は、カッターヘッドを回転させる機能であり、伸縮機能ではない。,TBM工法,標準
11,トンネル,2014,NATM工法の基本原理に関する記述として、誤っているものをa～dのなかから選びなさい。,地山自体の持つ支保機能を活用し、地山と支保工が一体となって荷重に抵抗する。,早期に一次支保工を施工することにより、地山の緩みや応力集中を防止する。,地山の変位を完全に拘束することを基本とする。,計測施工により地山状況を把握し、支保工の仕様を決定する。,c,NATMでは地山の変位を適度に許容し、地山の持つ支保機能を活用する。,NATM設計施工指針,標準
12,トンネル,2014,トンネル施工における計測項目と目的に関する記述として、誤っているものをa～dのなかから選びなさい。,内空変位測定：トンネル内空の変形挙動を把握する,天端沈下測定：トンネル天端部の沈下量を把握する,地中変位測定：地山内部の変位分布を把握する,ロックボルト軸力測定：地山の強度を直接測定する,d,ロックボルト軸力測定は、ロックボルトに作用する軸力を測定するものであり、地山強度を直接測定するものではない。,NATM設計施工指針,標準
13,トンネル,2014,トンネル掘削工法の選定に関する記述として、誤っているものをa～dのなかから選びなさい。,発破掘削は、硬岩において一般的に採用される掘削工法である。,機械掘削は、軟岩から中硬岩において採用される掘削工法である。,TBM工法は、長大トンネルにおいて経済性に優れる場合が多い。,シールド工法は、すべての地質条件において最適な工法である。,d,シールド工法は軟弱地盤や都市部での施工に適しているが、すべての地質条件に最適ではない。,トンネル工学,標準
14,トンネル,2014,トンネルの換気設備に関する記述として、誤っているものをa～dのなかから選びなさい。,道路トンネルでは、自動車からの排気ガスを適切に排除する必要がある。,縦流換気方式は、トンネル軸方向に空気を流す換気方式である。,横流換気方式は、新鮮空気と汚染空気を別々のダクトで処理する換気方式である。,半横流換気方式は、給気のみをダクトで行い、排気は自然排出とする換気方式である。,d,半横流換気方式は、給気または排気のいずれか一方のみをダクトで行う方式であり、自然排出とは限らない。,道路トンネル技術基準,標準
15,トンネル,2014,トンネルの防災設備に関する記述として、誤っているものをa～dのなかから選びなさい。,非常用施設は、火災等の緊急時における避難や消火活動のために設置される。,消火設備は、初期消火を目的として設置される。,避難坑は、本坑とは別に設けられる避難用のトンネルである。,防災設備は、トンネル延長に関係なく全て同じ仕様とする。,d,防災設備はトンネル延長や交通量等に応じて適切な仕様を選定する。,道路トンネル技術基準,標準
16,トンネル,2014,山岳トンネルの湧水対策に関する記述として、誤っているものをa～dのなかから選びなさい。,湧水は、トンネル施工および供用時の重要な検討事項である。,予備注入は、掘削前に地山の止水・改良を行う工法である。,本注入は、掘削後に確実な止水を行う工法である。,湧水対策では、地下水を完全に遮断することが最も重要である。,d,湧水対策では、地下水の適切な処理・排水が重要であり、完全遮断が最適とは限らない。,トンネル標準示方書,標準
17,トンネル,2014,トンネル覆工コンクリートに関する記述として、誤っているものをa～dのなかから選びなさい。,覆工コンクリートは、トンネルの永続的な支保機能を担う。,覆工コンクリートは、内空断面を確保し、美観を向上させる。,覆工コンクリートは、防水機能を有する。,覆工コンクリートは、一次支保工より先に施工する。,d,覆工コンクリートは二次支保工であり、一次支保工の後に施工する。,NATM設計施工指針,標準
18,トンネル,2014,トンネル坑口部の設計に関する記述として、誤っているものをa～dのなかから選びなさい。,坑口部は、地山条件が変化する箇所であり、特に注意深い設計が必要である。,坑門工は、坑口部の安定と美観を目的として設置される。,坑口部では、地山の緩みや崩落に対する対策が重要である。,坑口部の地山は、一般部より安定しているため、特別な対策は不要である。,d,坑口部は一般部より不安定な場合が多く、適切な対策が必要である。,トンネル標準示方書,標準
19,トンネル,2014,都市部におけるシールドトンネルの特徴に関する記述として、誤っているものをa～dのなかから選びなさい。,軟弱地盤や含水地盤での施工に適している。,地上への影響を最小限に抑えることができる。,騒音・振動の発生が少ない。,すべての地質条件において最も経済的である。,d,シールド工法は特定の条件下で有効であるが、すべての地質条件で最経済とは限らない。,シールド工法,標準
20,トンネル,2014,トンネル工事における安全管理に関する記述として、誤っているものをa～dのなかから選びなさい。,切羽の安定性を常時監視し、崩落等の危険性を早期に察知する。,ガス検知器により、有毒ガスや可燃性ガスの発生を監視する。,作業員の入坑管理を適切に行い、緊急時の人員確認を可能とする。,トンネル工事では、特別な安全対策は不要である。,d,トンネル工事では地山崩落、出水、ガス等の危険があり、特別な安全対策が必要である。,トンネル工事安全指針,標準
1,鋼構造及びコンクリート,2014,鉄筋コンクリートの劣化と補修工法に関する記述として、誤っているものをa～dのなかから選びなさい。,中性化に対する補修方針：中性化した部分の除去、二酸化炭素や水の侵入防止、アルカリ性の回復,塩害に対する補修方針：侵入した塩化物イオンの除去、塩分・水・酸素の侵入防止、鉄筋の電位制御,凍害に対する補修方針：劣化部分の除去、水の侵入抑制、凍結融解抵抗性の向上,アルカリシリカ反応に対する補修方針：劣化部分の除去、有害化学物質の侵入抑制,d,アルカリシリカ反応に対しては、水分の侵入抑制が重要であり、有害化学物質の侵入抑制ではない。,コンクリート標準示方書,標準
2,鋼構造及びコンクリート,2014,PC鋼材のグラウト施工に関する記述として、誤っているものをa～dのなかから選びなさい。,グラウトは、ノンブリーディング型を使用する。,グラウトのブリーディング率は、24時間後0.5％以下とする。,グラウトの体積変化率は±0.5％の範囲内とする。,グラウトの材齢28日における圧縮強度は、30N/mm2以上とする。,b,グラウトのブリーディング率は、24時間後0％でなければならない。,PC構造設計施工指針,標準
3,鋼構造及びコンクリート,2014,アルカリシリカ反応の劣化の特徴的な形態として、誤っているものをa～dのなかから選びなさい。,反応性骨材周囲に白色ゲルが生成され、骨材の膨張に伴いゲルが滲出する。,ひび割れは、鉄筋量が少なく部材の拘束を受けにくい無筋コンクリートでは網目状、亀甲状となる。,コンクリートのヤング係数が低下する。,軸方向鉄筋量が多いコンクリート部材では、軸方向に対する拘束が卓越し、拘束直角方向にひび割れが発生する。,d,軸方向鉄筋量が多い場合、拘束直角方向ではなく軸方向にひび割れが発生しやすい。,コンクリート標準示方書,標準
4,鋼構造及びコンクリート,2014,劣化した鉄筋コンクリートの補修工法に関する記述として、誤っているものをa～dのなかから選びなさい。,ひび割れ被覆工法は、微細なひび割れである0.2mm以下のひび割れの上に、ひび割れ追従性に優れた表面被覆材や目地材などを塗布する工法である。,充填工法は、0.5mm以上のひび割れの補修に適する工法である。,注入工法は、エポキシ樹脂系注入材や注入用ポリマーセメントが材料として用いられ0.05mmでも注入できる工法である。,モルタル注入工法は、補修面積が比較的大面積に用いられ、補修断面にあわせ型枠を組み、流動性に優れた材料にて充填する工法である。,b,充填工法は0.2mm以上のひび割れに適用される。,コンクリート構造物の補修対策工法,標準
5,鋼構造及びコンクリート,2014,耐震設計に関する解析法に関する記述として、誤っているものをa～dのなかから選びなさい。,動的解析法は、地震時の地盤や構造物の挙動を動力学的に解析して、部材の応答値を算定する方法である。,静的解析法は、地震動による荷重を地盤や構造物に静的に作用させて、部材の応答値を算定する方法である。,応答スペクトル法は、静的解析法の一つで、地盤や構造物の固有周期と減衰定数を用いて応答スペクトルにより部材の最大応答値を算定する方法である。,時刻歴応答解析法は、動的解析法の一つで、解析モデルを用いて地震応答の時刻歴を算定する方法である。,c,応答スペクトル法は動的解析法の一種である。,コンクリート標準示方書,標準
6,鋼構造及びコンクリート,2014,コンクリート構造物の検査に関する記述として、誤っているものをa～dのなかから選びなさい。,目視では、クラック発生状況や鉄筋露出状況、白華（エフロレッセンス）状況、漏水状況などを確認することができる。,テストハンマによる打診では、モルタル等の外装仕上げ材の剥離を検査することができる。,望遠鏡ビデオ装置では、クラック発生状況や白華（エフロレッセンス）状況、中性化深さなどを確認することができる。,超音波測定装置では、クラック深さや内部空隙を把握することができる。,c,望遠鏡ビデオ装置では中性化深さの測定はできない。,コンクリート構造物の検査マニュアル,標準
7,鋼構造及びコンクリート,2014,コンクリートの標準的な施工方法のうち、打込みと締固めに関する記述として、誤っているものをa～dのなかから選びなさい。,打込みは、自由落下高さ（吐出口から打込み面までの高さ）2.5m以内、一層当りの打込み高さ50～80cmを標準とする。,打込みにおける許容打重ねの時間間隔は、外気温25℃以下の場合2.5時間、外気温25℃を超える場合は2.0時間を標準とする。,締固めにおいて内部振動機を使用する場合の挿入間隔は50cm程度を標準とする。,締固めにおける内部振動機の挿入深さは下層のコンクリートに10cm程度、一箇所当りの振動時間は5～15秒を標準とする。,a,自由落下高さは1.5m以内が標準である。,コンクリート標準示方書,標準
8,鋼構造及びコンクリート,2014,コンクリート構造物の鋼材腐食に対する照査に関する記述として、誤っているものをa～dのなかから選びなさい。,コンクリート表面のひび割れ幅が、鋼材の腐食に対するひび割れ幅の限界値以下であること。,鋼材位置における塩化物イオン濃度が、設計耐用期間中に鋼材腐食発生限界濃度に達しないこと。,中性化深さが、設計耐用期間中に鋼材腐食発生限界深さに達しないこと。,供用期間が特に短い構造物、仮設構造物等に対しても、構造腐食に対する検討を行うこと。,d,供用期間が特に短い構造物や仮設構造物では、鋼材腐食に対する照査を省略できる場合がある。,コンクリート標準示方書,標準
9,鋼構造及びコンクリート,2014,鋼橋の架設に関する記述として、誤っているものをa～dのなかから選びなさい。,荷重支持点など局部的に応力が集中する箇所については、座屈や変形が生じないよう、支持点の構造細目に注意する。,施工法・施工順序によって構造系が経時的に変化することはないので、施工段階に応じた構造解析は行わないのが一般的である。,架設設備や橋体に作用する荷重に対して、安全性が確保されるよう荷重支持点の照査を適切に行う。,架設時は、荷重支持点のジャッキ反力・変位、橋体や架設設備の傾斜・変位など、安全性の確保に必要な管理値を設定し、架設計画で想定した状態から逸脱しないよう管理する。,b,鋼橋架設では施工段階に応じた構造解析が重要である。,鋼道路橋設計便覧,標準
10,鋼構造及びコンクリート,2014,コンクリートの品質管理に関する記述として、誤っているものをa～dのなかから選びなさい。,コンクリートの品質は、強度、耐久性、水密性等を総合的に評価する。,圧縮強度試験は、コンクリートの品質管理の基本的な試験である。,スランプ試験は、コンクリートのワーカビリティを評価する試験である。,コンクリートの品質は、材料の品質のみで決まり、施工方法は影響しない。,d,コンクリートの品質は材料と施工方法の両方に大きく依存する。,コンクリート標準示方書,標準
11,鋼構造及びコンクリート,2014,鋼材の機械的性質に関する記述として、誤っているものをa～dのなかから選びなさい。,降伏点は、鋼材が弾性域から塑性域に移行する応力である。,引張強さは、鋼材が破断するまでに耐えうる最大応力である。,伸び率は、鋼材の延性を表す指標である。,ヤング係数は、鋼種によって大きく異なる。,d,"鋼材のヤング係数は鋼種にかかわらずほぼ一定（約200,000N/mm2）である。",鋼構造学,標準
12,鋼構造及びコンクリート,2014,プレストレストコンクリートの特徴に関する記述として、誤っているものをa～dのなかから選びなさい。,プレストレスにより、ひび割れの発生を抑制できる。,プレストレスにより、部材の剛性を向上させることができる。,プレストレスにより、部材の耐荷力を向上させることができる。,プレストレスは、常に圧縮応力として作用する。,d,プレストレスは一般的に圧縮応力として導入されるが、荷重状態によっては引張応力として作用する場合もある。,PC構造設計施工指針,標準
13,鋼構造及びコンクリート,2014,コンクリートの耐久性に関する記述として、誤っているものをa～dのなかから選びなさい。,水セメント比が小さいほど、一般的に耐久性は向上する。,適切な養生により、コンクリートの耐久性を向上させることができる。,塩化物イオン含有量が多いほど、鋼材腐食のリスクが高まる。,中性化は、コンクリートの耐久性には影響しない。,d,中性化はコンクリート中の鋼材腐食を促進し、耐久性に大きく影響する。,コンクリート標準示方書,標準
14,鋼構造及びコンクリート,2014,鋼構造の接合に関する記述として、誤っているものをa～dのなかから選びなさい。,高力ボルト接合は、ボルトに大きな軸力を導入して接合する方法である。,溶接接合は、母材と同等以上の強度を有する接合方法である。,リベット接合は、現在でも広く使用されている接合方法である。,接合方法の選定は、構造条件、施工条件、経済性等を総合的に判断して行う。,c,リベット接合は現在ではほとんど使用されていない。,鋼構造学,標準
15,鋼構造及びコンクリート,2014,コンクリートの配合設計に関する記述として、誤っているものをa～dのなかから選びなさい。,水セメント比は、強度と耐久性を確保するための重要な要因である。,単位水量は、ワーカビリティと材料分離抵抗性に影響する。,粗骨材の最大寸法は、部材寸法や鉄筋間隔を考慮して決定する。,混和剤の使用は、コンクリートの品質に悪影響を与えるため避けるべきである。,d,適切な混和剤の使用は、コンクリートの品質向上に有効である。,コンクリート標準示方書,標準
16,鋼構造及びコンクリート,2014,鋼構造の疲労設計に関する記述として、誤っているものをa～dのなかから選びなさい。,疲労は、繰返し荷重により材料が破壊する現象である。,疲労強度は、応力集中の影響を大きく受ける。,疲労設計では、疲労荷重と疲労強度を適切に評価する必要がある。,すべての鋼構造物で疲労照査を行う必要がある。,d,疲労照査は繰返し荷重を受ける構造物で必要であり、すべての鋼構造物で必要とは限らない。,鋼道路橋設計便覧,標準
17,鋼構造及びコンクリート,2014,コンクリート構造の耐震設計に関する記述として、誤っているものをa～dのなかから選びなさい。,靭性の確保は、耐震設計において重要な要素である。,帯鉄筋の配置は、部材の靭性向上に有効である。,コンクリート構造物の応答特性を適切に評価する必要がある。,耐震設計では、弾性応答のみを考慮すればよい。,d,耐震設計では弾性応答だけでなく、塑性応答も考慮する必要がある。,コンクリート標準示方書,標準
18,鋼構造及びコンクリート,2014,鋼材の腐食と防食に関する記述として、誤っているものをa～dのなかから選びなさい。,鋼材の腐食は、酸素と水の存在により促進される。,塗装は、鋼材の防食対策として広く用いられている。,亜鉛めっきは、犠牲防食作用により鋼材を保護する。,鋼材の腐食は、構造物の安全性には影響しない。,d,鋼材の腐食は断面欠損や強度低下を招き、構造物の安全性に大きく影響する。,鋼構造学,標準
19,鋼構造及びコンクリート,2014,コンクリート構造物の維持管理に関する記述として、誤っているものをa～dのなかから選びなさい。,定期的な点検により、構造物の状態を把握することが重要である。,劣化の進行度に応じて、適切な補修・補強を実施する必要がある。,予防保全型の維持管理が推奨されている。,維持管理は、構造物の完成後に初めて開始するものである。,d,維持管理は設計段階から考慮し、供用開始と同時に開始されるべきである。,コンクリート構造物の維持管理指針,標準
20,鋼構造及びコンクリート,2014,混合構造（合成構造）に関する記述として、誤っているものをa～dのなかから選びなさい。,鋼とコンクリートの長所を活かした構造形式である。,ずれ止めにより、鋼とコンクリートの一体性を確保する。,合成桁では、鋼桁とコンクリート床版が合成作用により一体として挙動する。,合成構造では、鋼とコンクリートは完全に独立して挙動する。,d,合成構造では、鋼とコンクリートが一体となって挙動することが基本原理である。,合成構造設計指針,標準
1,上水道及び工業用水道,2014,浄水施設の保全と管理に関する記述として、誤っているものをa～dのなかから選びなさい。,浄水施設の故障を未然に防止するためには、実効ある巡視・点検・整備を行い、各施設の安全性と信頼性を確保し、安定した運転が継続できるようにする。,予防保全とは、設備などの故障を未然に防止するために、法定耐用年数により点検や部品交換を行うことである。,事後保全とは、故障などが発生した後に修理する方法である。この場合は、できるだけ短時間に修理できる体制を整えておくことが必要である。,既存施設の更新を行う場合には、更新計画が確立していること、既存施設との調和が図られることが重要である。,b,予防保全は故障前の適切なタイミングでの保全であり、法定耐用年数のみに依存しない。,水道施設設計指針,標準
2,上水道及び工業用水道,2014,凝集沈澱池の運転や日常点検に関する記述として、誤っているものをa～dのなかから選びなさい。,沈澱池の運転に当たっては、フロックの沈降状況、沈澱スラッジの再浮上の有無などを確認するとともに、その結果を凝集や薬品注入に反映し、良好な沈澱水が得られるように努める。,沈澱池に藻類が発生し、後段の処理工程に悪影響を及ぼすおそれがあるときは、必ず沈澱池を空にして清掃を行うことが必要である。,沈澱池は、毎年1回程度は池を空にして、内面の清掃、付属設備の補修、整備を行うことが望ましい。,リンクベルト式などのスラッジ掻寄部はすべて水中に没しているため、監視や点検などの維持管理がしにくく、故障の発見が遅れたりすることがあるので、入念に点検・整備する。,b,藻類発生時は必ずしも池を空にする必要はなく、薬品処理等の対策もある。,水道施設設計指針,標準
3,上水道及び工業用水道,2014,消毒剤の注入制御に関する記述として、誤っているものをa～dのなかから選びなさい。,手動制御は、注入量計を見ながら人為的に調節弁や定量ポンプを操作するもので、現地で直接行なうものと、中央管理室などで遠方操作による場合がある。,定値制御は、目標値を一定に保持する制御であり、設定された注入量になるよう調節弁を制御し、流量計で計測した測定値を流量調節計にフィードバックし、偏差に応じて制御する方法である。,流量比例制御は、あらかじめ設定した注入率で注入量を制御するものである。,フィードバック制御は、処理水量や塩素要求量が一定である場合に、残留塩素を目標値として制御する方法である。,d,フィードバック制御は処理水量や塩素要求量が変動する場合に有効な制御方法。,水道施設設計指針,標準
4,上水道及び工業用水道,2014,漏水音の伝播性に関する記述として、正しいものをa～dのなかから選びなさい。,漏水音の伝播距離は、大口径の管路より小口径の管路の方が短い。,漏水音の伝播距離は、鋳鉄管より塩ビ管の方が短い。,漏水音の伝播距離は、漏水量が多いほど短い。,漏水音の伝播距離は、水圧が高いほど短い。,b,塩ビ管は音の伝播性が鋳鉄管より劣るため、伝播距離が短い。,水道施設設計指針,標準
5,上水道及び工業用水道,2014,水道水質基準に関する記述として、誤っているものをa～dのなかから選びなさい。,水道水質基準は、水道法に基づき厚生労働省令で定められている。,水質基準項目は、健康に関する項目と水道水が有すべき性状に関する項目に分類される。,水質基準は、蛇口から出る水について適用される。,水質基準項目は、一度定められると変更されることはない。,d,水質基準項目は科学的知見の集積等により適宜見直される。,水道法,標準
6,上水道及び工業用水道,2014,急速ろ過池の構造と機能に関する記述として、誤っているものをa～dのなかから選びなさい。,急速ろ過池は、凝集沈澱処理された水をろ材層に通して浮遊物質等を除去する施設である。,ろ材には、砂、アンスラサイト、活性炭等が使用される。,逆洗は、ろ材層に蓄積した汚濁物質を除去するために行う。,急速ろ過池では、生物処理も同時に行われる。,d,急速ろ過池は物理的ろ過が主体であり、生物処理は行わない。,水道施設設計指針,標準
7,上水道及び工業用水道,2014,配水池の機能に関する記述として、誤っているものをa～dのなかから選びなさい。,配水池は、時間変動する配水量に対して安定した給水を行うための調整機能を有する。,配水池は、停電等の緊急時における配水圧の確保機能を有する。,配水池は、水質の安定化機能を有する。,配水池は、原水の取水機能を有する。,d,配水池は原水の取水機能は有さず、浄水された水の貯留・調整機能を有する。,水道施設設計指針,標準
8,上水道及び工業用水道,2014,配水管網の設計に関する記述として、誤っているものをa～dのなかから選びなさい。,配水管網は、給水区域内のすべての需要者に必要な水量と水圧を確保できるよう設計する。,管径は、計画給水量、管路延長、許容損失水頭等を考慮して決定する。,配水管網の解析には、ハーディ・クロス法等の計算手法が用いられる。,配水管網では、すべての管路を同一管径とすることが基本である。,d,配水管網では需要分布や水理条件に応じて適切な管径を選定する。,水道施設設計指針,標準
9,上水道及び工業用水道,2014,ポンプ設備の計画に関する記述として、誤っているものをa～dのなかから選びなさい。,ポンプの台数は、維持管理性と経済性を考慮して決定する。,ポンプの吐出量と全揚程は、計画条件に応じて適切に設定する。,ポンプの運転制御は、水位、流量、圧力等により自動化することが望ましい。,すべてのポンプは同一仕様とすることが基本である。,d,ポンプ仕様は運転条件や用途に応じて適切に選定する。,水道施設設計指針,標準
10,上水道及び工業用水道,2014,水道管路の材料特性に関する記述として、誤っているものをa～dのなかから選びなさい。,ダクタイル鋳鉄管は、強度と靭性に優れ、大口径管に多用される。,硬質塩化ビニル管は、軽量で施工性に優れ、小口径管に多用される。,ステンレス鋼管は、耐食性に優れ、特殊な用途に使用される。,すべての管材料は同一の耐用年数を有する。,d,管材料により耐用年数は異なる。,水道施設設計指針,標準
11,上水道及び工業用水道,2014,取水施設の計画に関する記述として、誤っているものをa～dのなかから選びなさい。,取水施設は、必要な水量を安定して取水できるよう計画する。,取水位置は、水質、水量、維持管理等を総合的に考慮して決定する。,取水施設には、除塵設備を設置することが一般的である。,取水施設は、水質浄化機能を有する必要がある。,d,取水施設は原水の取水が目的であり、水質浄化機能は浄水施設が担う。,水道施設設計指針,標準
