id,category,year,question,option_a,option_b,option_c,option_d,correct_answer,explanation,reference,difficulty
84,河川砂防,2008,河川環境に関する記述のうち、誤っているものはどれか。,河川の連続性は魚類等の生物にとって重要である,瀬と淵の形成は河川生態系の多様性に寄与する,河畔林は河川生態系の基盤となる,外来種の侵入は生態系に影響を与えない,d,外来種の侵入は在来生態系に深刻な影響を与える,多自然川づくり,標準
85,河川砂防,2008,土砂災害に関する記述のうち、誤っているものはどれか。,土石流は渓流で発生する現象である,地すべりは斜面で発生する現象である,がけ崩れは急傾斜地で発生する現象である,深層崩壊は表層で発生する現象である,d,深層崩壊は深層で発生する大規模な現象である,土砂災害警戒避難ガイドライン,標準
86,河川砂防,2008,海岸の波浪に関する記述のうち、誤っているものはどれか。,波高は波の山と谷の高低差である,波長は隣り合う波の山から山までの距離である,波の屈折は水深変化により生じる,波の回折は障害物により生じる,c,波の屈折は水深変化と海底地形により生じる,海岸工学,標準
87,河川砂防,2008,海岸保全に関する記述のうち、誤っているものはどれか。,海岸保全区域は海岸法により指定される,海岸保全基本計画は都道府県知事が策定する,海岸管理者は都道府県知事または市町村長である,海岸保全施設の技術基準は国土交通省令で定められる,c,海岸管理者は海岸管理者として指定された者であり必ずしも知事や市町村長ではない,海岸法,標準
88,河川砂防,2008,水文統計に関する記述のうち、誤っているものはどれか。,確率雨量は再現期間を持つ降雨量である,確率流量は確率雨量から算定される流量である,基本高水は河道改修の目標となる流量である,計画高水流量は洪水調節後の流量である,b,確率流量は必ずしも確率雨量から算定されるとは限らない,河川砂防技術基準,標準
89,河川砂防,2008,流域管理に関する記述のうち、誤っているものはどれか。,流域は分水界で区切られる区域である,流域管理は上流から下流まで一体的に行う,流域委員会は住民参加の場である,流域管理は河川管理者のみが行う,d,流域管理は関係者が連携して行う,河川法,標準
90,河川砂防,2008,河川計画に関する記述のうち、誤っているものはどれか。,河川整備基本方針は水系全体の長期的な方針である,河川整備計画は具体的な整備内容を定める,河川整備計画の策定には住民意見の反映が必要である,河川整備計画は河川管理者が単独で策定する,d,河川整備計画の策定には関係住民や学識経験者の意見聴取が必要である,河川法,標準
91,鋼構造及びコンクリート,2008,高張力鋼の性質に関する記述で、誤っているものはどれか。,高張力鋼とは合金元素の添加で強度を高めた鋼材を言う,高張力鋼の引張強さは一般的に500N/mm2～1000N/mm2を言う,高張力鋼を応力集中が生じる部分に用いると衝撃じん性が向上する,高張力鋼を使用する際にはポンチタガネなどによる切欠きに注意する,c,高張力鋼は応力集中部では衝撃じん性が低下する傾向がある,道路橋示方書,標準
92,鋼構造及びコンクリート,2008,鋼橋の構造特性に関する記述で、誤っているものはどれか。,プレートガーダー橋は主として曲げを受け持つフランジとせん断力を受け持つウェブから成り立っている,トラス橋は軸力部材で三角形を構成している構造体でトラス全体で桁の作用をさせるものであり弦材は桁での曲げモーメントに抵抗し腹材はせん断力に抵抗する,ラーメン橋は剛結された節点に生ずる拘束曲げモーメントにより梁の曲げモーメントは増加する,アーチ橋の特徴は鉛直荷重により水平反力が生ずることである,c,ラーメン橋では拘束曲げモーメントにより梁の曲げモーメントは減少する,道路橋示方書,標準
93,鋼構造及びコンクリート,2008,橋梁の伸縮装置の要求性能に関する記述で、誤っているものはどれか。,桁の温度変化コンクリートのクリープ及び乾燥収縮活荷重等による桁の変形に対し支障が無いよう設計する,車両の通行に対し耐久性を有するものとする,雨水等の侵入に対しては排水性の良い構造とする,車両の通行による騒音振動が極力発生しないよう配慮した構造とする,c,雨水等の侵入に対しては止水性の良い構造とする,道路橋示方書,標準
94,鋼構造及びコンクリート,2008,鋼橋の鋼材の許容応力度について、正しいものはどれか。,地震の影響を考慮した場合の許容応力度の割り増しは1.7である,既設橋の補修補強工事で一般車両の通行を制限しないで工事する場合においても施工時荷重としての許容応力度の割り増しは可能である,鋼材の板厚が40mmを超える場合においては全てにおいて許容応力度の低減を考慮する必要がある,施工時に風荷重地震荷重を考慮する場合の割り増し係数は個々の場合に応じて定める,d,施工時の特殊な荷重組合せでは個別に割増し係数を設定する,道路橋示方書,標準
95,鋼構造及びコンクリート,2008,耐候性鋼材の説明で、誤っているものはどれか。,耐候性鋼材の合金元素の効果は一般的にリンP銅Cuが最も有効である,Pは溶接性に悪影響を及ぼすため溶接構造用耐候性鋼材SMAはCu・Crをベースにしている,本格的な耐候性鋼材の開発は1930年代に日本で開発された,耐候性鋼を使用するには安定錆が形成できる環境が必要である,c,本格的な耐候性鋼材の開発は1930年代にアメリカで開始された,鋼構造物の防食指針,標準
96,鋼構造及びコンクリート,2008,鋼橋の疲労についての記載で、誤っているものはどれか。,疲労破壊とは構造物の応力集中部に繰り返し生ずる塑性ひずみからクラックが発生しこれが進展し最終的に破壊に至る現象を言う,疲労が生じるには応力の繰り返し引張応力及び塑性ひずみが同時に存在することが条件である,鉄道橋と道路橋では一般的には道路橋の方が疲労の影響を受ける,道路橋での疲労の影響を受ける代表的な部材は直接輪荷重を受ける鋼床版である,c,一般的には鉄道橋の方が疲労の影響を受けやすい,道路橋示方書,標準
97,鋼構造及びコンクリート,2008,高力ボルト接合の力の伝達方式で、無いものはどれか。,摩擦接合,支圧接合,引張接合,圧縮接合,d,圧縮接合という伝達方式は存在しない,道路橋示方書,基礎
98,鋼構造及びコンクリート,2008,鋼橋の鉄筋コンクリート床版の設計において、正しいものはどれか。,床版に主桁間の荷重分配作用を考慮する設計を行う場合は立体有限要素法解析等を用いてその影響を評価する必要がある,道路橋示方書で規定されている鉄筋コンクリート床版の適用範囲には人工軽量骨材コンクリートを用いた床版も含まれている,床版を支持する主桁縦桁等の設置位置は大型自動車の車輪の軌跡を外した位置とすることが望ましい,床版の設計では地震や風荷重等の横荷重に対しては特に配慮する必要はない,a,荷重分配を考慮する場合は詳細な解析が必要である,道路橋示方書,標準
99,鋼構造及びコンクリート,2008,アーチ橋の設計の記述で、誤っているものはどれか。,アーチ橋の軸線は2次放物線を用いるのが一般的である,アーチ橋の解析は一般の構造物と同様に微少変形理論で解析して問題ない,主構間隔が支間に比べて小さい場合は面外座屈に対しての照査が必要である,変形の影響の大きいアーチ橋では終局強度の照査が必要である,b,アーチ橋では変形の影響が大きいため幾何学的非線形解析が必要である,道路橋示方書,標準
100,鋼構造及びコンクリート,2008,溶接部の非破壊検査の記述で、誤っているものはどれか。,浸透探傷試験PTは表面の割れを発見するのに有効である,磁粉探傷試験MTは内部の割れやスラグ巻き込みを発見するのに有効である,放射線透過試験RTは内部欠陥のブローホールを発見するのに有効である,超音波探傷試験UTは内部欠陥の割れや融合不良を発見するのに有効である,b,磁粉探傷試験MTは表面および表面近傍の欠陥検出に有効である,溶接施工法,標準
101,鋼構造及びコンクリート,2008,プレストレストコンクリートPC橋の計画に関する記述のうち、誤っているものはどれか。,箱桁橋はねじり剛性が大きいので曲線桁橋に有利であり適用支間は一般に単純箱桁橋で25～50m程度連続箱桁橋では張出し架設工法で50～110m程度である,海岸線付近のコンクリート橋は塩害対策としてかぶりを大きくしたりひび割れ発生を抑制したり防錆鋼材などを補強材として使用するなどの処置が必要である,単純桁橋は一般的に構造的に単純明快であること施工が容易であり管理がしやすいこと走行性耐震性に優れる点が連続桁橋と比べた場合の長所である,連続ラーメン箱桁橋は支点部で剛結されているので主桁へのプレストレスは橋脚で拘束され上部構造の温度変化乾燥収縮等の影響により橋脚に作用する水平力が大きくなるため比較的橋脚高さの高い橋梁に適用されている,c,単純桁橋は支間中央でのたわみが大きく走行性では連続桁橋より劣る,道路橋示方書,標準
102,鋼構造及びコンクリート,2008,PC構造と比較した場合のPRC構造の特徴について、誤っているものはどれか。,使用限界状態でひび割れを許すため耐久性に課題がある,PC鋼材量が低減されるため経済性が向上する,鉄筋による拘束力が大きくプレストレスが減少する,PC鋼材と鉄筋の両方を配置するためじん性が向上する,c,PRCでは鉄筋による拘束によりプレストレスの減少は抑制される,コンクリート標準示方書,標準
103,鋼構造及びコンクリート,2008,プレグラウトPC鋼材について、誤っているものはどれか。,PC鋼材はJIS G 3536に適合するもの又はこれと同等以上の特性や品質を有するものでなければならない,使用する樹脂は所定の緊張可能期間を有しPC鋼材を防食するとともに部材コンクリートとPC鋼材とを付着により一体化するものでなければならない,被覆材は所定の強度耐久性を有し部材コンクリートと一体化が図れるものでなければならない,湿気硬化型のものは一般に湿度が低い冬期の施工に適さない,a,PC鋼材はJIS G 3536ではなくJIS G 3109等に適合するものである,JIS規格,標準
104,鋼構造及びコンクリート,2008,コンクリート橋の最小部材厚について、不適当なものはどれか。,場所打ち鉄筋コンクリート桁のウエブ300mm,場所打ちPCコンクリート桁のウエブ140mm,プレキャスト桁のウエブ130mm,横桁及び隔壁200mm,b,場所打ちPC桁のウエブ最小厚は160mmである,道路橋示方書,標準
105,鋼構造及びコンクリート,2008,ディープビームとコーベルについて、誤っているものはどれか。,ディープビームは斜めひびわれが発生後もトラス状の耐荷機構を形状するが最終的に引張弦材の降状あるいはコンクリートの圧壊により破壊に至る,はりの高さが支間と比較して大きいディープビームでは応力度分布がせん断変形の影響により非線形となる,コーベルの引張鋼材量は引張弦材と圧縮斜材からなるトラスとして算出して良い,コーベルの両側面の表面付近に配置する用心鉄筋は腹部に発生する斜めひびわれの伸展を制御し荷重作用点での割裂破壊に対処するために引張主鋼材40％以上配置する,a,ディープビームではアーチ機構により耐荷機構を形成する,コンクリート標準示方書,標準
106,鋼構造及びコンクリート,2008,PC箱桁の主方向の設計について、誤っているものはどれか。,単一箱桁橋や多重箱桁橋で幅員と支間の比が0.5未満の場合は全断面を一つのはりとしたはり理論により断面力を算出する,斜角を有する箱桁橋多主桁箱桁橋及び幅員と支間の比が0.5以上の多重箱げた橋の場合は格子構造理論により断面力を算出するものとする,せん断応力度の計算に用いるウエブ厚はウエブ軸線に直角の方向の厚さとする,フランジ幅がウエブあるいはフランジの厚さに比べて大きい場合にはウエブに生じるせん断力に対する照査を行うのがよい,d,フランジ幅が大きい場合はせん断遅れ現象に対する照査が必要である,道路橋示方書,標準
107,鋼構造及びコンクリート,2008,コンクリート構造物の耐久性向上策として、誤っているものはどれか。,単位セメント量を高炉セメントより普通ポルトランドセメントを選定する,水セメント比をできる限り小さくする,樹脂塗装鉄筋などの耐腐食性鉄筋を使用する,使用するスペーサをできる限り少なくする,a,耐久性向上には高炉セメント等の混合セメントが有効である,コンクリート標準示方書,標準
108,鋼構造及びコンクリート,2008,鉄筋コンクリート橋脚のじん性を向上するための構造細目として､誤っているものはどれか。,帯鉄筋の配置間隔は軸方向鉄筋の座屈塑性ヒンジ長横拘束効果の観点から一般には150mm以下とすることを標準とし高さ方向に途中で間隔を変化させる場合には急変させてはならない,中間帯鉄筋の断面内配置間隔は十分な横拘束効果が得られるよう原則として1m以内とする必要がある,橋脚基部の塑性化を考慮する領域は塑性ヒンジ長の4倍の区間内と考えてよいがこの領域内では施工上やむを得ない場合であっても軸方向鉄筋の継手は設けてはならない,円形断面においては帯鉄筋による拘束効果が高くなるため横拘束という観点からは中間帯鉄筋の必要性は低い,b,中間帯鉄筋の断面内配置間隔は2m以内とする,道路橋示方書,標準
109,鋼構造及びコンクリート,2008,コンクリート構造物の調査・試験方法に当てはまらないものはどれか。,磁粉探傷試験,自然電位法,電磁誘導法,X線透過撮影法,a,磁粉探傷試験は鋼材の検査方法でありコンクリート構造物には適用しない,コンクリートの検査・試験法,基礎
110,鋼構造及びコンクリート,2008,コンクリートの中性化に関して、正しいものはどれか。,鉄筋コンクリートのpHの低下に伴い鉄筋表面の不動態膜が消失し水分と二酸化炭素の供給により鉄筋の腐食が生じる,フェノールフタレイン法による中性化深さの測定において中性化が進行した未着色部分のpHは7以上である,中性化深さが鉄筋位置に達していなければ鉄筋の腐食が始まることはない,中性化の深さは一般に経過時間の平方根√tに比例する,d,中性化深さは一般的に時間の平方根に比例する,コンクリート標準示方書,標準
111,鋼構造及びコンクリート,2008,鋼材の機械的性質に関する記述で、誤っているものはどれか。,降伏点は応力ひずみ曲線で明確な降伏現象を示す応力である,引張強さは引張試験で得られる最大応力である,伸びは破断時の標点間距離の増加率である,絞りは破断部の断面減少率である,a,降伏点または耐力は明確でない場合は0.2％耐力を用いる,JIS G 3101,標準
112,鋼構造及びコンクリート,2008,鋼構造の接合に関する記述で、誤っているものはどれか。,溶接接合は母材同士を溶融により接合する方法である,高力ボルト摩擦接合は摩擦力により力を伝達する,リベット接合は現在でも広く用いられている接合方法である,普通ボルト接合は主として二次部材の接合に用いられる,c,リベット接合は現在ではほとんど用いられていない,鋼構造接合部設計指針,標準
113,鋼構造及びコンクリート,2008,コンクリートの配合設計に関する記述で、誤っているものはどれか。,水セメント比は強度と耐久性を考慮して決定する,単位水量はワーカビリティを考慮して決定する,単位セメント量は水セメント比と単位水量から決定される,細骨材率は骨材の種類に関係なく一定値を用いる,d,細骨材率は骨材の種類や粒度により調整する,コンクリート標準示方書,標準
114,鋼構造及びコンクリート,2008,コンクリートの養生に関する記述で、誤っているものはどれか。,湿潤養生は水分の逸散を防ぐために行う,膜養生は養生剤を散布して行う,蒸気養生は早期強度発現のために行う,養生期間は外気温に関係なく一定である,d,養生期間は外気温により調整する必要がある,コンクリート標準示方書,標準
115,鋼構造及びコンクリート,2008,プレストレストコンクリートの特徴に関する記述で、誤っているものはどれか。,プレストレスによりひび割れの発生を抑制できる,プレストレスにより部材の剛性が向上する,プレストレスによりせん断耐力が向上する,プレストレスにより疲労耐力が低下する,d,プレストレスにより疲労耐力は向上する,プレストレストコンクリート設計施工指針,標準
116,鋼構造及びコンクリート,2008,鋼橋の腐食と防食に関する記述で、誤っているものはどれか。,腐食は電気化学的反応により生じる,重防食塗装は長期間の防食効果が期待できる,溶融亜鉛めっきは犠牲陽極として作用する,腐食は湿度に関係なく進行する,d,腐食の進行は湿度に大きく依存する,鋼道路橋防食便覧,標準
117,鋼構造及びコンクリート,2008,鋼橋の製作に関する記述で、誤っているものはどれか。,切断は機械切断を標準とする,開先加工は溶接品質に影響する重要な工程である,仮組立は製作精度の確認のために行う,輸送は製作と現場架設をつなぐ重要な工程である,a,切断は自動ガス切断またはプラズマ切断を標準とする,鋼道路橋施工便覧,標準
118,鋼構造及びコンクリート,2008,コンクリート橋の維持管理に関する記述で、誤っているものはどれか。,定期点検により損傷の早期発見に努める,予防保全型の維持管理が重要である,補修工法は損傷の原因に応じて選定する,すべての損傷は即座に補修する必要がある,d,損傷の程度により補修の優先度を決定する,コンクリート構造物の補修対策工法,標準
119,鋼構造及びコンクリート,2008,鋼橋の架設に関する記述で、誤っているものはどれか。,架設工法は現場条件により選定する,ベント工法は一般的な架設工法である,送り出し工法は長大橋に適用される,架設時の応力照査は不要である,d,架設時の各段階での応力照査が必要である,鋼道路橋施工便覧,標準
120,鋼構造及びコンクリート,2008,コンクリート構造物の耐震設計に関する記述で、誤っているものはどれか。,レベル1地震動に対しては弾性範囲内に留める,レベル2地震動に対しては終局限界状態を超えない,じん性確保のため帯鉄筋を密に配置する,耐震設計では地盤条件を考慮する必要がない,d,耐震設計では地盤条件が重要な要素となる,道路橋示方書,標準
121,農業土木,2008,平成15年改正の食料・農業・農村基本計画における農村の振興に関する施策についての基本的な方針として、誤っているものはどれか。,農村の総合的な振興,中山間地域等の振興,都市と農村の交流等,女性の参画の促進,d,女性の参画の促進は農村振興施策の基本方針ではない,食料・農業・農村基本計画,標準
122,農業土木,2008,平成18年時点における我が国の食料自給率供給熱量割合のうち、米の自給率で正しいものはどれか。,74％,84％,94％,100％,c,米の自給率は94％である,食料需給表,基礎
123,農業土木,2008,農地等保全管理事業に区分される事業として、誤っているものはどれか。,畑地帯総合整備事業,地すべり対策事業,農地保全事業,海岸保全施設整備事業,a,畑地帯総合整備事業は農業生産基盤整備事業に区分される,土地改良事業計画設計基準,標準
124,農業土木,2008,水田の計画用水量の決定に関する記述で空欄に当てはまる語句の組み合わせとして正しいものはどれか。代かき用水量は一般に（ア）で80～120mm（イ）で100～180mm（ウ）で150～250mmの範囲になることが多い。,ア漏水田イ乾田ウ湿田,ア乾田イ漏水田ウ湿田,ア湿田イ漏水田ウ乾田,ア湿田イ乾田ウ漏水田,b,代かき用水量は乾田＜漏水田＜湿田の順に多くなる,土地改良事業計画設計基準,標準
125,農業土木,2008,一般的な排水計画において水田と畑汎用耕地を含むにおける許容湛水の考え方について正しいものはどれか。,水田湛水を許容する畑湛水を許容する,水田湛水を許容する畑湛水を許容しない,水田湛水を許容しない畑湛水を許容する,水田湛水を許容しない畑湛水を許容しない,b,水田は湛水を許容するが畑地は湛水を許容しない,土地改良事業計画設計基準,基礎
126,農業土木,2008,大区画水田に関する記述のうち、誤っているものはどれか。,大区画水田は少なくとも50aから1ha以上の耕区をいう,大区画水田は機械化体系による作業効率の向上によって労働生産性が高まる,大区画水田は緩やかな傾斜のある地形に適する,大区画水田は経営規模拡大の可能性の高い地域に適する,c,大区画水田は平坦な地形に適する,土地改良事業計画設計基準,標準
127,農業土木,2008,流出解析においてハイドログラフの算定に用いる流出解析手法のうち誤っているものはどれか。,単位図法,ルチハ式,貯留関数法,タンクモデル,b,ルチハ式は蒸発散量の算定式でありハイドログラフ算定には用いない,河川砂防技術基準,標準
128,農業土木,2008,住民参加型まちづくりにおける合意形成の手法としてよく用いられファシリテーターと呼ばれる司会進行役の人が参加者が自発的に作業をする環境を整え参加者全員が体験する手法として正しいものはどれか。,ブレインストーミング,タウンミーティング,パネルディスカッション,ワークショップ,d,ワークショップは参加型合意形成手法の代表例である,参加型計画手法,標準
129,農業土木,2008,近年農村地域の環境整備や学校における環境教育において利用される施設で自然の生態系を維持した生物生息空間として正しいものはどれか。,ビオトープ,ウェットランド,サンクチュアリ,フットパス,a,ビオトープは生物の生息空間を人工的に創出した施設である,環境配慮の手引き,標準
130,農業土木,2008,ストックマネジメントに関する記述で空欄に当てはまる語句の組み合わせとして正しいものはどれか。ストックマネジメントとは更新時期を迎える基幹的な農業水利施設について従来の（ア）を行うのではなく補修・補強などにより施設の（イ）を図り（ウ）を低減し既存ストックの（エ）をすることである。,ア分別解体イ一時再生ウイニシャルコストエ有効活用,ア一括更新イ一時再生ウライフサイクルコストエ再資源化,ア一括更新イ長寿命化ウライフサイクルコストエ有効活用,ア管理放棄イ長寿命化ウランニングコストエ再資源化,c,ストックマネジメントは一括更新に代わり長寿命化によりライフサイクルコストを低減し有効活用を図る,ストックマネジメント技術指針,標準
131,農業土木,2008,ダムを設計する場合の浸透流対策工法について、誤っているものはどれか。,サンドコンパクション工法,グラウチング工法,止水トレンチ工法,地中連続壁工法,a,サンドコンパクション工法は液状化対策工法であり浸透流対策ではない,土地改良事業計画設計基準,標準
132,農業土木,2008,不とう性管の土圧公式として、誤っているものはどれか。,マーストン公式,スパングラー土圧公式,垂直土圧公式,ランキン土圧公式,b,スパングラー土圧公式はとう性管に適用される公式である,土地改良事業計画設計基準,標準
133,農業土木,2008,パイプライン形式のうちオープンタイプの特徴として、誤っているものはどれか。,パイプラインに沿って自由水面を持つスタンドを配置した形式である,スタンドには調圧作用の他に分水工や放水工等の機能を兼用させるのが一般的である,下流側のバルブを開閉しない限り水の流動は開じない,調整池までの幹線水路や水田かんがい用水路に多く用いられる,c,オープンタイプでは自由水面があるため常時流動可能である,土地改良事業計画設計基準,標準
134,農業土木,2008,コンクリート構造物の調査方法についてコンクリートの中性化深さを試験する場合に用いられる器具として最も適しているものはどれか。,クラックスケール,ハンマー,シュミットハンマー,電動ドリル,d,中性化深さ測定にはコア採取用の電動ドリルが必要である,コンクリート標準示方書,標準
135,農業土木,2008,液状化の起こりやすい土質の説明として、正しいものはどれか。,沖積層の砂質土層,地下水位が現地盤より10m以上の土層,細粒分含有率が大きい土層,平均粒径が大きい土層,a,液状化は沖積層の緩い砂質土層で発生しやすい,土地改良施設耐震設計の手引き,標準
136,農業土木,2008,φ200mmのパイプラインにおいて流速が同じ場合最も損失水頭の大きくなるものはどれか。,流入損失,流出損失,漸縮損失,バルブ損失,d,バルブ損失が最も大きな損失となる,土地改良事業計画設計基準,標準
137,農業土木,2008,ボックスカルバート等移動変形の少ない構造物に適用する公式について正しいものはどれか。,フリューリッヒ公式,静止土圧公式,ランキン土圧公式,クーロン土圧公式,b,移動変形の少ない構造物には静止土圧公式を適用する,土地改良事業計画設計基準,標準
138,農業土木,2008,農業水稲用水基準値として、誤っているものはどれか。,pH水素イオン濃度6.0以下,COD化学的酸素要求量6.0ppm以下,DO溶存酸素5.0ppm以上,T-N全窒素1.0ppm以下,a,農業用水のpHは6.0～7.5が適正範囲である,農業用水基準,標準
139,農業土木,2008,バイオマスのうちバイオディーゼル燃料として利用されるものはどれか。,林地残材,稲わら,家畜排せつ物,廃食用油,d,廃食用油はバイオディーゼル燃料の原料となる,バイオマス・ニッポン総合戦略,標準
140,農業土木,2008,圧密沈下量を算出する際に必要な数値として、正しいものはどれか。,N値,含水比,間隙比,均等係数,c,圧密沈下量の算定には間隙比が必要である,土質力学,標準
141,農業土木,2008,農地の区画整理に関する記述のうち、誤っているものはどれか。,区画整理は農地の集団化と大区画化を目的とする,換地は従前地に対応する土地を定める手続きである,減歩は公共用地確保のため個人所有地を提供することである,仮換地は事業施行中の暫定的な土地利用を定める,c,減歩率の軽減が区画整理の目標の一つである,土地改良法,標準
142,農業土木,2008,農業用水路の設計に関する記述のうち、誤っているものはどれか。,開水路の流量はマニング公式により算定する,水路の粗度係数は水路材料により決定する,水路勾配は地形条件を考慮して決定する,水路断面は台形断面を標準とする,d,水路断面は矩形断面を標準とする場合が多い,土地改良事業計画設計基準,標準
143,農業土木,2008,ため池の設計に関する記述のうち、誤っているものはどれか。,貯水量は有効貯水量と堆砂容量の合計である,洪水吐きは余水吐きとも呼ばれる,底樋は取水施設として機能する,堤体は均一型フィルダムが一般的である,a,総貯水量は有効貯水量と堆砂容量と死水容量の合計である,土地改良事業計画設計基準,標準
144,農業土木,2008,農道の設計に関する記述のうち、誤っているものはどれか。,農道の幅員は通行する車両を考慮して決定する,農道の設計速度は地形条件を考慮して決定する,農道の縦断勾配は12％以下を標準とする,農道には路肩を設ける必要がない,d,農道にも安全性確保のため路肩を設ける,土地改良事業計画設計基準,標準
145,農業土木,2008,農地の排水に関する記述のうち、誤っているものはどれか。,地表排水は表面流出水を排除する,地下排水は地下水位を低下させる,暗渠排水は地中に排水管を埋設する,明渠排水は常に暗渠排水より効果的である,d,排水効果は地盤条件により明渠と暗渠で異なる,土地改良事業計画設計基準,標準
146,農業土木,2008,土壌改良に関する記述のうち、誤っているものはどれか。,客土は表土を他の良質土と置換する,深耕は耕盤を破砕して透水性を改善する,心土破砕は下層土の硬盤層を破砕する,緑肥作物の導入は土壌の化学性のみを改善する,d,緑肥作物は土壌の物理性化学性生物性を総合的に改善する,土壌改良の手引き,標準
147,農業土木,2008,灌漑排水事業の効果に関する記述のうち、誤っているものはどれか。,農業生産の増大,営農労力の軽減,農業経営の安定,都市化の促進,d,都市化の促進は灌漑排水事業の直接効果ではない,土地改良事業の効果算定の手引き,標準
148,農業土木,2008,中山間地域の農業農村整備に関する記述のうち、誤っているものはどれか。,地形条件の制約が大きい,高齢化の進行が著しい,多面的機能の発揮が期待される,大規模機械化農業に適している,d,中山間地域は地形的制約により大規模機械化は困難である,中山間地域の農業農村整備,標準
149,農業土木,2008,農村環境の保全に関する記述のうち、誤っているものはどれか。,生態系の保全が重要である,景観の保全が求められる,水質の保全が必要である,開発行為は制限する必要がない,d,農村環境保全のため適切な開発規制が必要である,農村環境計画論,標準
150,農業土木,2008,農業水利施設の管理に関する記述のうち、誤っているものはどれか。,施設の点検が重要である,予防保全が効果的である,ライフサイクルコストの低減が目標である,すべての施設を同時に更新する,d,施設更新は計画的に順次実施する,農業水利施設管理の手引き,標準
151,施工計画・施工設備及び積算,2008,中掘り杭工法による杭先端の処理方法として、誤っているものはどれか。,最終打撃方式,セメントミルク噴出撹拌方式,コンクリート打設方式,最終打撃＋コンクリート打設方式,a,中掘り杭工法では最終打撃方式は用いない,杭基礎施工便覧,標準
152,施工計画・施工設備及び積算,2008,橋梁下部構造の作業環境の調査で、特に必要でないものはどれか。,施工箇所の地形作業空間,施工箇所付近の近接構造部地下埋設物,施工地域における環境保全や建設副産物の処理に関する法規制等,施工箇所付近に居住者の個人情報,d,居住者の個人情報は作業環境調査に不要である,土木工事施工管理基準,基礎
153,施工計画・施工設備及び積算,2008,支保工を計画する場合、プレキャストコンクリートの単位重量の数値として正しいものはどれか。,23.5kN/m3,24.0kN/m3,24.5kN/m3,25.0kN/m3,c,プレキャストコンクリートの単位重量は24.5kN/m3である,土木工事標準仕様書,標準
154,施工計画・施工設備及び積算,2008,コンクリート橋における鉄筋の直角フックの長さとして曲げ加工する部分の端部からの数値として正しいものはどれか。,4φ以上で60mm以上,6φ以上で60mm以上,12φ以上,15φ以上,b,直角フックの長さは6φ以上で60mm以上である,土木工事標準仕様書,標準
155,施工計画・施工設備及び積算,2008,普通ポルトランドセメントを使用したコンクリートの場合湿潤状態を保つ期間として正しい標準養生日数はどれか。,5日,7日,8日,10日,b,普通ポルトランドセメントの標準養生日数は7日である,土木工事標準仕様書,標準
156,施工計画・施工設備及び積算,2008,寒中コンクリート養生の施工計画で採用される一般的で経済的な方法はどれか。,シート養生,練炭養生,ジェットヒーター養生,ファーネス養生,a,寒中コンクリートでは一般的にシート養生が採用される,土木工事標準仕様書,標準
157,施工計画・施工設備及び積算,2008,コンクリートは日平均気温が何度以下になる時寒中コンクリートとして施工するか数値として正しいものはどれか。,0℃以下,3℃以下,4℃以下,5℃以下,c,日平均気温が4℃以下の時に寒中コンクリートとする,土木工事標準仕様書,標準
158,施工計画・施工設備及び積算,2008,トンネル掘削のずり積込機計画として一般的に使用しないものはどれか。,ディーゼル機関,LPG機関,電気駆動,空気駆動,b,トンネル内ではLPG機関は一般的に使用しない,トンネル標準示方書,標準
159,施工計画・施工設備及び積算,2008,トンネル作業環境では必要酸素許容濃度が定められているが数値として正しいものはどれか。,16%以上,18%以上,20%以上,21%以上,b,トンネル内作業では酸素濃度18%以上が必要である,労働安全衛生法,標準
160,施工計画・施工設備及び積算,2008,路盤を仕上げるためのプライムコート散布に関する記述で、誤っているものはどれか。,アスファルト混合物を施工する時路盤とアスファルト混合物の馴染みをよくする,路盤表面部に浸透してその部分を安定させる,降雨による路盤の洗掘や表面水の浸透は期待出来ない,路盤からの水分の蒸発は防ぐことが出来る,c,プライムコートには表面水の浸透防止効果がある,舗装施工便覧,標準
161,施工計画・施工設備及び積算,2008,コンクリート舗装を施工する場合機械化施工が通常であるが省略してもよい機械はどれか。,荷下ろし機械,敷き均し機械,締め固め機械,表面仕上げ機械,a,荷下ろし機械は人力でも可能であり省略できる,舗装施工便覧,標準
162,施工計画・施工設備及び積算,2008,切土のり面の標準勾配に関して、誤っているものはどれか。,軟岩1.0：0.5,砂質土密実なもの切土高さ5～10m 1.0：1.0,砂密実でない粒度分布が悪い1.0：1.5,粘性土切土高さ10m以下1.0：1.5,d,粘性土の切土のり面勾配は1:0.8～1:1.2程度である,道路土工指針,標準
163,施工計画・施工設備及び積算,2008,のり面緑化で砂質土を対象とする場合植生工の選択として誤っているものはどれか。,張芝工,筋芝工,植生マット工,植生シート工,a,砂質土では張芝工は不適切であり他の工法を選択する,道路土工指針,標準
164,施工計画・施工設備及び積算,2008,施工の品質管理項目と試験方法の組合わせとして、誤っているものはどれか。,盛土の締固め度――プルーフローリング,路盤の支持力――平板載荷試験,舗装の平坦性――弾性波探査,コンクリートのコンシステンシー――スランプ試験,c,舗装の平坦性は3mプロフィルメータ等で測定する,土木工事施工管理基準,標準
