id,category,year,question,option_a,option_b,option_c,option_d,correct_answer,explanation,reference,difficulty
82,河川、砂防及び海岸・海洋,2018,不透過型砂防堰堤の点検にあたり着目すべき損傷及び点検時の留意事項に関する記述として、誤っているものを選びなさい。,コンクリート構造の砂防堰堤の水通し部は、本体コンクリートよりも高強度の材料で施工されていることが一般的であるが、土砂や石礫の流下量の多い渓流では、摩耗により損傷が発生しやすいので確認する。,コンクリート構造の砂防堰堤の本体にひび割れが確認された場合、構造的に問題となるのは鉛直方向のひび割れである。,不透過型の鋼製構造の堰堤は、鋼製材料による枠構造、ダブルウォール構造、セル構造の外殻に、中詰材料として現地発生土や石礫などを充填して堤体を構成しており、鋼製部材の変形、破損（座屈、圧壊、せん断等）、腐食、摩耗、及びそれに伴う、中詰材料の流失、空洞化などに留意する。,ブロック積砂防堰堤は、屈撓性を期待して、地盤変形が予想される軟弱地盤等の基礎地盤条件が悪い箇所で施工される。このため、全体的な変形を把握するとともに、水通し部下流面のブロックの流出等の確認を行う。,b,コンクリート構造の砂防堰堤で構造的に問題となるのは水平方向のひび割れであり、鉛直方向ではない。,砂防関係施設点検要領,標準
83,河川、砂防及び海岸・海洋,2018,ダム堤体の安定性や設計に用いる荷重に関する記述として、誤っているものを選びなさい。,ダム堤体の設計に用いられる地震時の慣性力は、ダムの堤体に水平方向に作用するものとし、ダムの堤体の自重に、設計震度を乗じた値とする。,コンクリートダムは、ダムの堤体と基礎地盤との接合部及びその付近におけるせん断力による滑動に対し、必要なせん断摩擦抵抗力を有するものとする。,コンクリートダムの堤体の単位体積重量は、原則として実際に使用する材料とコンクリート配合で試験を行い、その結果に基づき決定する。試験を行わないときには、コンクリートの単位体積重量を16.68kN/m³(1.70tf/m³)とすることができる。,ダム堤体の設計に用いられる貯留水による静水圧の力は、ダムの堤体と貯留水との接触面に対して垂直に作用するものとする。,c,コンクリートの単位体積重量は23.5kN/m³(2.4tf/m³)程度が標準であり、16.68kN/m³は軽すぎる。,河川管理施設等構造令,標準
84,河川、砂防及び海岸・海洋,2018,ダム堤体の安定性や強度、材料等に関する記述として、誤っているものを選びなさい。,コンクリートダム堤体の標準許容応力は、ダム堤体の材料として用いられるコンクリートの圧縮強度を基準とし、安全率4以上として定める。,フィルダムのすべり破壊の検討は、円形すべり面についての分割法により計算するものとし、その安全率は2.0以上とする。,ダムの堤体の安定計算は、地震時、平常時を問わず同一の安全率をもっとして計算する。,フィルダムの堤体には、放流設備その他の水路構造物を設けてはならない。,c,ダムの安定計算では平常時と地震時で異なる安全率を用いる。地震時は平常時より小さい安全率となる。,河川管理施設等構造令,標準
85,河川、砂防及び海岸・海洋,2018,建設工事における安全管理について、危険性評価における対策の優先順位として、正しいものはどれか。,本質的対策→工学的対策→管理的対策→個人用保護具,工学的対策→本質的対策→管理的対策→個人用保護具,管理的対策→工学的対策→本質的対策→個人用保護具,個人用保護具→管理的対策→工学的対策→本質的対策,d,フィルダムのダム設計洪水流量はコンクリートダムの1.5倍ではなく、PMF（可能最大洪水）を用いる場合がある。,河川管理施設等構造令,標準
86,河川、砂防及び海岸・海洋,2018,重力式コンクリートダムに関する記述として、誤っているものを選びなさい。,堤体材料に用いるコンクリートの圧縮強度は、材令28日に達した供試体を用いて求めた圧縮強度を基準として算定した値を用いる。,重力式コンクリートダムでの計測事項は、堤高50m未満の場合は「漏水量・揚圧力」、堤高50m以上の場合は「漏水量・変形・揚圧力」である。,重力式コンクリートダムの設計においては、堤体の上流面に鉛直方向の引張応力を生じさせないことが必要となる。,ダム底面の排水孔位置に作用する揚圧力は、ダム上流側と下流側での水圧差の1/5以上を下流側水圧に加えた値とする。,d,ダム底面の排水孔位置の揚圧力は水圧差の1/3を下流側水圧に加えた値が標準である。,河川管理施設等構造令,標準
87,河川、砂防及び海岸・海洋,2018,改正海岸法（海岸法の一部を改正する法律）に関する記述として、誤っているものを選びなさい。,堤防と一体的に設置される減災機能を有する樹林など、粘り強い構造の堤防等を海岸保全施設に位置付けた。,海岸管理者は海岸保全施設を良好な状態に保つよう維持・修繕すべきことを明確化した。,海岸管理者に対して、水門・陸閘等の整備計画の作成を義務付けた。,海岸管理者は、海岸の維持等を適正かつ確実に行うことができる法人・団体を海岸協力団体として指定することができることとした。,c,水門・陸閘等の整備計画の作成は義務付けられていない。海岸管理者の判断による。,海岸法,標準
88,河川、砂防及び海岸・海洋,2018,海岸保全施設が有する漂砂制御機能に関する記述として、誤っているものを選びなさい。,突堤：陸上から沖方向に細長く突出した形で設置される構造物であり、沿岸漂砂及び岸沖漂砂を制御することにより汀線を維持し、又は回復させる。,離岸堤：通常、沖合に汀線と平行に設置される構造物で、波の回折及び消波によって沿岸漂砂、又は岸沖漂砂を制御する。,消波堤：汀線付近に汀線と平行に設置される構造物であり、波力を弱めて崖侵食や砂浜の汀線の後退を防ぐ。,ヘッドランド：岬状の構造物により、沿岸方向の漂砂移動の閉じた系を作り、この系の外に土砂が流出しない静的に安定な海浜を形成させる。,b,離岸堤は主に沿岸漂砂を制御するが、岸沖漂砂の制御は主目的ではない。,海岸保全施設の技術上の基準,標準
89,河川、砂防及び海岸・海洋,2018,海岸保全施設の長寿命化計画に関する記述として、誤っているものを選びなさい。,長寿命化計画は、施設の防護機能の確保のほか、ライフサイクルコストを可能な限り縮減するとともに、各年の点検・修繕等に関する費用を平準化することも目標とする。,長寿命化計画の立案にあたり実施する健全度評価は、施設の法線が変わっている箇所や断面が変わっている箇所などを境として設定する一定区間ごとに実施する。,過剰な評価とならないよう、施設の一定区間において平均的な変状状況を示す箇所の変状ランクを、その区間における代表値とすることを基本とする。,長寿命化計画に基づくライフサイクルコストは、予防保全による修繕が行われることを前提とする。,c,施設の一定区間では平均的な変状状況ではなく、最も厳しい変状状況を代表値とする。,海岸保全施設維持管理マニュアル,標準
90,河川、砂防及び海岸・海洋,2018,漂砂の調査に関する記述として、誤っているものを選びなさい。,漂砂調査のための現地踏査は、対象とする地先のみでなく、漂砂系全体にわたって実施するのが望ましい。,漂砂系内への土砂の供給源に関する調査は、河川からの流出土砂量の推定、海食崖の侵食量調査などがあげられる。,漂砂系外への土砂の流出については、海底谷などから深海部への流出、飛砂による陸域への流出などを調査する。浚渫や土砂採取など人為的な土砂損失は調査の対象に含めない。,漂砂系内での土砂移動特性を把握するためには、地形変化の実態を調査するとともに、地形変化を引き起こす波や流れの特性を把握し、これらと地形変化の関係を検討することが重要となる。,c,浚渫や土砂採取など人為的な土砂損失も漂砂調査の重要な対象として含める。,海岸保全施設の技術上の基準,標準
91,鋼構造及びコンクリート,2018,鋼道路橋上部構造の限界状態について誤っているものを選びなさい。,限界状態1は、上部構造の挙動が可逆性を有する限界の状態,限界状態1は、橋が有する荷重を支持する能力を低下させる変位及び振動に至らない限界の状態,限界状態2は、上部構造に軽微な損傷等が生じているものの、補修により機能回復が可能な限界の状態,限界状態3は、上部構造に損傷等が生じているものの、それが原因で落橋等の致命的な状態には至ることがない限界の状態,c,限界状態2では軽微な損傷ではなく、ある程度の損傷が生じているが、適切な時期に措置を講じることで橋としての健全性を回復できる状態である。,道路橋示方書・同解説II鋼橋・鋼部材編,標準
92,鋼構造及びコンクリート,2018,主要部材に用いる溶接構造用鋼材として誤っているものを選びなさい。,SM520C,SMA400BW,SBHS400,SS400,d,SS400は一般構造用圧延鋼材であり、溶接構造用鋼材ではない。,道路橋示方書・同解説II鋼橋・鋼部材編,標準
93,鋼構造及びコンクリート,2018,鋼道路橋の防せい防食に関する記述として、誤っているものを選びなさい。,塗装は、鋼材表面に保護被膜を形成して腐食を防止する。構造上の制約が少なく、色彩選択の自由度が大きいなどの特徴がある。,無塗装耐候性鋼材は、鋼材表面に緻密な錆層を形成させ、これが鋼材表面を保護することで以降の錆の進行が抑制される。鋼材エキストラがかかるがメンテナンスフリーの鋼材である。,溶融亜鉛メッキは、溶融した亜鉛中に鋼材を浸せきし、その表面に鉄と亜鉛の合金層と純亜鉛からなる被膜を形成する。環境中で表面に形成される酸化被膜による保護効果と犠牲防食効果により鋼材の腐食を抑制するものである。,金属溶射はブラスト処理等の表面処理を施した鋼材表面に溶融した金属を圧搾空気で吹き付けて被膜層を形成させる方法。溶射金属としては亜鉛、アルミニウム、亜鉛アルミニウム合金、アルミニウム・マグネシウム合金などが使用される。,b,無塗装耐候性鋼材はメンテナンスフリーではなく、定期的な点検と必要に応じた補修が必要である。,道路橋示方書・同解説II鋼橋・鋼部材編,標準
94,鋼構造及びコンクリート,2018,建設業法に基づく工事現場への技術者の配置について、正しいものはどれか。,主任技術者の配置→監理技術者の配置→現場代理人の選任→安全衛生責任者の選任,現場代理人の選任→主任技術者の配置→監理技術者の配置→安全衛生責任者の選任,安全衛生責任者の選任→主任技術者の配置→現場代理人の選任→監理技術者の配置,監理技術者の配置→現場代理人の選任→主任技術者の配置→安全衛生責任者の選任,b,A活荷重で設計する橋においては、設計に用いる断面力はB活荷重で算出した断面力を20％増加した値とする。,道路橋示方書・同解説II鋼橋・鋼部材編,標準
95,鋼構造及びコンクリート,2018,鋼桁で支持されたコンクリート系床版に関する記述として、誤っているものを選びなさい。,鉄筋には異形棒鋼を用いるものとし、その直径は13、16、19mmを原則とする。ただし、プレストレストコンクリート床版、及び鋼コンクリート合成床版においては鉄筋応力度の低減を目的に直径32mmまでの鉄筋を用いてよい。,鉄筋のかぶりは30mm以上とする。,鋼コンクリート合成床版の車道部分の床版の最小全厚は160mmとしてよい。,プレストレストコンクリート床版において、斜橋の支承部付近における床版の支間方向のPC鋼材は、支承線方向に配置しなければならない。,a,鉄筋の直径は13、16、19、22、25mmが標準であり、32mmまでの使用は特殊な場合に限られる。,道路橋示方書・同解説II鋼橋・鋼部材編,標準
96,鋼構造及びコンクリート,2018,鋼道路橋の溶接継手に関する記述として、誤っているものを選びなさい。,スロット溶接による溶接継手では、耐荷性能の照査にあたり応力の伝達を考慮してはいけない。,部分溶け込み開先溶接による溶接継手では、裏はつりを行うことを原則とする。,すみ肉溶接による溶接継手でまわし溶接を行った場合は、まわし溶接部は有効長に含めてはいけない。,完全溶け込み開先溶接による溶接継手における理論のど厚は、ビード仕上げするとしないにかかわらず接続部材の薄い方の母材厚とする。,a,スロット溶接では耐荷性能の照査にあたり応力の伝達を適切に考慮する必要がある。,道路橋示方書・同解説II鋼橋・鋼部材編,標準
97,鋼構造及びコンクリート,2018,鋼道路橋の高力ボルト継手に関する記述として、誤っているものを選びなさい。,摩擦接合における接触面のすべり係数は、接触面を塗装しない場合は0.40、無機ジンクリッチペイントを塗布する場合は0.45とすることができる。,摩擦接合で耐力点法によって締付けを行うボルトには、F10Tを使用する。,トルシア形ボルトS14Tは、塩分環境が厳しい箇所には使用できない。,支圧接合に使用するボルトは、S8Tである。,d,支圧接合に使用するボルトはF8Tまたは普通ボルトであり、S8Tではない。,道路橋示方書・同解説II鋼橋・鋼部材編,標準
98,鋼構造及びコンクリート,2018,鋼道路橋の塗料に関する記述として、誤っているものを選びなさい。,無機ジンクリッチペイントは、亜鉛とケイ酸塩を主成分とする防食下地塗料で、ブラスト処理された鋼材面に75μm程度塗布される。,有機ジンクリッチペイントは亜鉛とエポキシ樹脂から成る主剤と硬化剤とを用いる防食下地で、密着性が良く動力工具で素地調整を行った鋼材面にも塗布でき、無機ジンクリッチペイントより高い防せい効果がある。,中塗り塗料の主たる機能は、下塗り塗料の上塗り塗料への透け防止と下塗り塗料と上塗り塗料の密着性向上である。,上塗り塗料の主たる機能は着色や光沢などの外観確保と水や酸素の塗膜内への浸透抑制である。,b,有機ジンクリッチペイントの防せい効果は無機ジンクリッチペイントより低い。,鋼道路橋防食便覧,標準
99,鋼構造及びコンクリート,2018,塗膜表面に付着した塩分の測定方法に関する記述として、誤っているものを選びなさい。,ガーゼ拭き取り法は、ぬらしたガーゼで測定面から塩分を拭い取るため無機ジンクリッチペイントやMIO塗膜面では、吸い込みが著しいため充分に試料採取ができず塩分の値が不正確になりやすい。,ガーゼ拭き取り法は、測定面積が50×50cm(0.25㎡)と広く、採取試料量も多いため検知管で塩化物イオン量を測定しても誤差が少ない。また、塩分の除去後の管理にも適用できる。,ブレッセル法は、測定面から塩分を溶出させる方法であり、器具が小さく測定や移動が容易に行える。また、測定セル面積も大きく現場での作業に適している。,電導度法は、脱イオン水の補充のみで継続して測定が可能で、器具が小さいので測定や移動が容易に行える。また、塩分の溶出濃度を測定するので素材の状態に左右されない。,c,ブレッセル法の測定セル面積は小さく、大きくない。,鋼道路橋防食便覧,標準
100,鋼構造及びコンクリート,2018,鋼橋上部工の施工に関する記述として、誤っているものを選びなさい。,曲げモーメントを主として受ける部材のフランジ部と腹板部とで、溶接と高力ボルト摩擦接合をそれぞれ用いるような場合には、溶接の完了後に高力ボルトを締め付けるのを原則とする。,SBHS400鋼は、調質鋼(Q)及び熱加工制御鋼(TMC)ではないため、熱間加工することができる。,外気温度が20℃であったため、25mmの鋼板(SBHS500)のサブマージアーク溶接を予熱無しで行った。,完全溶け込み開先溶接による溶接継手は、主要部材かどうかにかかわらず内部きずの抜き取り検査を行わなければならない。,c,SBHS500は高強度鋼であり、25mm厚の場合は予熱が必要である。,道路橋示方書・同解説II鋼橋・鋼部材編,標準
101,鋼構造及びコンクリート,2018,鋼道路橋の部材の設計に関する記述として、誤っているものを選びなさい。,構造の各部材には部材の偏心、断面の急変、自重による部材のたわみ等の影響により生じる二次応力がなるべく生じないようにしなければならない。,軸方向引張力を受ける部材では、降伏が生じた後、破壊に至るまで最大強度に達することから、各部材が降伏強度より定まる制限値以下であれば限界状態3を超えないとみなしてよい。,フランジがガセットに連結された山形又はT形断面の圧縮力を受ける部材の設計にあたっては、部材図心軸とガセット位置との偏心による曲げモーメントの影響を考慮しなければならない。,部材の細長比は、橋全体の剛性確保が目的であるため、主要部材について規定されている。,d,部材の細長比は座屈防止が主目的であり、橋全体の剛性確保ではない。,道路橋示方書・同解説II鋼橋・鋼部材編,標準
102,鋼構造及びコンクリート,2018,道路橋定期点検要領に関する記述として、誤っているものを選びなさい。,定期点検は、5年に1回の頻度で実施することを基本とし、橋長2m以上の道路橋を対象としている。,点検は近接目視を基本とするが、土中などの部材に変状が疑われる場合には、必要に応じて試掘や非破壊検査を行わなければならない。,「道路橋定期点検要領」では、部材単位の健全性の診断を行い、道路橋毎の健全性の診断は別途行うこととしている。,定期点検及び健全性の診断の結果並びに措置の内容などを記録し、当該道路橋が利用されている期間中はずっとこれを保存しなければならない。,c,道路橋定期点検要領では部材単位と道路橋全体の両方の健全性診断を行う。,道路橋定期点検要領,標準
103,鋼構造及びコンクリート,2018,橋梁定期点検要領における損傷評価に関する記述として、誤っているものを選びなさい。,腐食損傷について、板厚の減少を伴わないと見なせる場合は「防食機能の劣化」と扱うが、耐候性鋼材の場合は、板厚の減少を伴わないと見なせる場合でも「腐食」として扱う。,腐食損傷について、鋼コンクリート合成床版の底鋼板及びI型鋼格子床版の底型枠は、鋼部材として扱う。,亀裂損傷について、鋼材の亀裂損傷の原因は外観性状からだけでは判断できないことが多いので、位置や大きさなどに関係なく鋼材表面に現れたわれは全て「亀裂」として扱う。,破断損傷について、ボルトやリベットの破断、折損は、「破断」ではなく、「ゆるみ・脱落」として扱う。,a,耐候性鋼材の場合でも板厚減少を伴わない場合は「防食機能の劣化」として扱う。,橋梁定期点検要領,標準
104,鋼構造及びコンクリート,2018,橋梁定期点検要領における対策区分判定に関する記述として、誤っているものを選びなさい。,判定区分Bとは損傷があり補修の必要があるものの、損傷の原因、規模が明確であり、直ちに補修するほどの緊急性はなく、放置しても少なくとも次回の定期点検までに構造物の安全性が著しく損なわれることはないと判断できる状態をいう。,判定区分C1とは、損傷が進行しており、耐久性確保の観点から、少なくとも次回定期点検までには補修等される必要があると判断できる状態をいう。,判定区分E1とは、自動車、歩行者の交通障害や第三者等への被害の恐れが懸念され、緊急に処置されることが必要と判断できる状態をいう。,判定区分S2とは、損傷があり、補修等の必要性の判定を行うにあたり、原因の確定など詳細調査を行う必要はないものの、追跡調査が必要と判断できる状態をいう。,d,判定区分S2では詳細調査を行う必要がある状態である。,橋梁定期点検要領,標準
106,鋼構造及びコンクリート,2018,鋼材の非破壊検査に関する記述として、誤っているものを選びなさい。,浸透探傷試験は、肉眼で見つけることが困難な割れ等を、浸透液と現像剤などを毛細管現象を利用し実際の欠陥をより見やすくする試験で、表面きずの検出に適している。,磁粉探傷試験は、鋼材を磁化した時に生じる磁束の流れに、傷がある箇所に発生する漏洩磁束内に入った欠損磁粉模様を見つけ出し評価する試験で、強磁性体であれば、表面から2～3mm程度の内部きずを検出することが可能である。,超音波探傷試験は、一定方向にだけ伝搬する高周波数の音波が、物体の端面や異なる材質の境界面にあたると反射する性質を利用したもので、内部欠陥の有無、その欠陥の位置と大きさを検出するのに有効である。,渦流探傷試験は、交流電流を流したコイルを金属表面に沿って移動させ、表面に傷があるところで渦電流が変化する原理を利用しており、断面形状が複雑で走査方向に断面が変化する部材の検査に有効である。,d,渦流探傷試験は断面形状が一定で単純な部材の検査に適している。複雑で変化する断面の部材には不向きである。,土木・鋼構造物の点検・診断対策技術,標準
107,鋼構造及びコンクリート,2018,コーベルの設計に関する記述として、誤っているものを選びなさい。,コーベルは、引張弦材に相当する鉄筋の引張力及びアーチリブに相当するコンクリートの圧縮力によるタイドアーチ的な耐荷機構が成立するよう適切に鉄筋を配置し形状を定める。,コーベルの高さが小さいと、タイドアーチとしての耐荷機構が成立しないため、荷重載荷点直下の有効高の最小値は、支持端の有効高の0.85倍と規定されている。,コーベルの両側面には、引張主鉄筋の40％以上の用心鉄筋を300mm以下の間隔で配置する。,引張主鉄筋は、定着具を用いて定着するか、先端部で折曲げて支持部材に定着しなければならない。,b,荷重載荷点直下の有効高の最小値は、支持端の有効高の0.65倍と規定されている。,道路橋示方書・同解説IIIコンクリート橋・コンクリート部材編,標準
108,鋼構造及びコンクリート,2018,コンクリートの収縮およびクリープについて、誤っているものを選びなさい。,コンクリートの収縮の主たる成分である乾燥収縮は、コンクリート中からの水分の逸散によって生じる。,コンクリート構造物は、部材内における収縮分布による内部拘束に対しては自由に収縮することができる。,コンクリートの応力度が圧縮強度の40％以下であれば、クリープひずみは作用する応力にほぼ線形に比例する。,コンクリートのクリープは、構造物の周辺の温度・湿度、部材断面の形状・寸法、コンクリートの配合、作用を受けるときのコンクリートの材齢等の要因によって影響を受ける。,b,コンクリート構造物は内部拘束に対して自由に収縮することはできない。内部拘束により応力が発生する。,コンクリート標準示方書【設計編：本編】,標準
109,鋼構造及びコンクリート,2018,アルカリシリカ反応（ASR）の劣化過程の説明について、誤っているものを選びなさい。,潜伏期：ASRそのものは進行するものの、膨張およびそれに伴うひび割れがまだ発生しない期間,進展期：水分とアルカリの供給下において膨張が継続的に進行し、ひび割れが発生するとともに、鋼材腐食が発生する場合もある期間,加速期：ASRによる膨張速度が最大を示す段階で、ひび割れが進展し、鋼材腐食が発生する場合もある期間,劣化期：ひび割れの幅、密度が増大し、部材としての一体性が損なわれる、鋼材の腐食による断面減少が生じる、鋼材の損傷が発生するなどにより、耐力の低下が顕著な期間,b,進展期では主に膨張とひび割れの発生が問題となり、鋼材腐食は後の段階（劣化期）で顕著になる。,ASR診断の手引き,標準
110,鋼構造及びコンクリート,2018,コンクリートの中性化に関する説明について、誤っているものを選びなさい。,中性化は、大気中の二酸化炭素がコンクリート内に侵入し炭酸化反応を起こすことによって細孔溶液のpHが低下する現象である。,中性化により、コンクリート内部の鋼材に腐食が生じ、その腐食の進行によりひび割れの発生、かぶりコンクリートの剥離・剥落・鋼材の断面欠損による耐荷力の低下等、構造物あるいは部材の性能低下が生じる。,中性化の過程では、炭酸イオンと炭酸カルシウムから供給されるカルシウムイオンが反応し、水酸化カルシウムが生成される。,中性化は酸性物質がコンクリートに作用することによって進行するが、特殊な環境を除けば原因となる物質は大気中の二酸化炭素である。,c,中性化の過程では、水酸化カルシウムと二酸化炭素が反応して炭酸カルシウムが生成される。記述は逆である。,コンクリート標準示方書【維持管理編】,標準
111,鋼構造及びコンクリート,2018,道路橋の耐震性能の照査に関する記述として、誤っているものを選びなさい。,耐震設計上の土質定数を零とする土層がある場合には、その土層の下面を耐震設計上の地盤面とする。,免震橋において、免震支承に確実にエネルギー吸収が行われるようにするために、液状化の影響により地盤の水平反力が十分に期待できない場合には、基礎に塑性化の程度を制限する必要がある。,動的解析による応答値の算出は、レベル2地震動については、複数の加速度波形を用いて算出した応答値の平均値を用いるが、レベル1地震動は1波形の応答値を用いる。,鉄筋コンクリート橋脚は、塑性変形が大きくなると除荷及び再載荷の剛性が低下する特性を有することから、塑性変形量に応じた剛性低下を表すことができるモデルを用いることが望ましい。,c,レベル1地震動でも複数の波形を用いて応答値を算出し、その結果を適切に評価する。,道路橋示方書・同解説V耐震設計編,標準
112,鋼構造及びコンクリート,2018,PC鋼材の緊張工に関する記述として、正しいものを選びなさい。,プレストレッシング直後のコンクリート圧縮強度は、プレストレッシング時にコンクリートに生じる最大圧縮応力度の1.7倍以上とする。,先に緊張したPC鋼材は、その後緊張するPC鋼材の引張力によるコンクリートの弾性変形のために引張力が増加する。,プレストレッシングの管理は、荷重計の示度、またはPC鋼材の伸び量のいずれかにより行うことが原則である。,プレストレッシングにより部材に生じる弾性変形に起因する支保工の崩壊を避けるため、型枠の一部をプレストレッシング前に取りはずして部材の変形に対する拘束を小さくすることが望ましい。,a,プレストレッシング直後のコンクリート圧縮強度は、最大圧縮応力度の1.7倍以上必要である。,道路橋示方書・同解説IIIコンクリート橋・コンクリート部材編,標準
113,鋼構造及びコンクリート,2018,コンクリートに関する記述として、誤っているものを選びなさい。,コンクリートのヤング係数は、一般に圧縮強度が大きいほど大きくなる。,一般に高炉セメントを使用したコンクリートは、普通ポルトランドセメントを使用したコンクリートよりも海水の作用に対する抵抗性が良い等の特性を有している。,同じ設計基準強度のコンクリートについて、圧縮応力度の制限値を比較すると、曲げ圧縮応力度よりも軸圧縮応力度の方が大きい。,一定荷重下においてコンクリートに発生する圧縮応力度が圧縮強度の40％程度以下の場合、弾性ひずみとクリープひずみは比例関係にある。,c,軸圧縮応力度の制限値は曲げ圧縮応力度の制限値よりも小さい。座屈等を考慮するため。,コンクリート標準示方書【設計編】,標準
114,鋼構造及びコンクリート,2018,PC構造物の劣化の原因となるPC鋼材の腐食防止対策として、誤っているものを選びなさい。,低ブリーディング型グラウトの採用,ポリエチレン等の樹脂製シースの採用,エポキシ樹脂等による被覆鋼材の採用,橋面防水、コンクリート塗装の採用,a,低ブリーディング型グラウトではなく、ノンブリーディング型グラウトが腐食防止に有効である。,PC構造物の維持管理指針,標準
115,鋼構造及びコンクリート,2018,河川構造令における河川を横断する橋梁計画に関する記述として、誤っているものを選びなさい。,橋台と直近の橋脚の径間長は、橋台の胸壁の表側の面から河道内の直近の橋脚の中心線までの距離である。,高架橋においても、鞘管構造等の堤防に悪影響を及ぼさないピアアバットを設けて川裏側の堤防補強を行う場合には、堤体内に橋脚を設けることができるが、流水への影響が少なくなるよう、ピアアバットの設置位置は原則として川裏側とする。,川幅が50m未満の河川の堤防に設ける橋台は、堤防の表のり肩より表側の部分に橋台の前面が出ることが禁止されている。,河川内に設ける橋脚の水平断面は、洪水の流下する方向と同一とし、河川阻害率は原則として5％以内を目安とする。,a,橋台と直近の橋脚の径間長は、橋台の前面から橋脚の中心線までの距離である。,河川管理施設等構造令,標準
116,鋼構造及びコンクリート,2018,コンクリート構造物の補強工法に関する記述として、誤っているものを選びなさい。,鋼板接着工法は、引張応力作用面に鋼板を接着することで曲げ及びせん断補強に適用が可能である。,連続繊維シート接着工法は、コンクリート橋の曲げモーメント作用方向に適用することにより、鉄筋の応力低減および応力分散の効果がある。,上面増厚工法は、既設床版上面に鋼繊維補強コンクリート等を打ち込み、床版を増厚することで、主に押し抜きせん断に対する向上に寄与し曲げ耐力の向上も図ることができる。,下面増厚工法は、既設床版下面にポリマーセメントモルタル等により増厚し、主にせん断力に対する向上に寄与し曲げ耐力の向上も図ることができる。,d,下面増厚工法は主に曲げ耐力の向上に寄与し、せん断力に対する効果は限定的である。,コンクリート構造物の補修対策工法ガイドライン,標準
117,鋼構造及びコンクリート,2018,PC鋼材の緊張工に関する記述として、誤っているものを選びなさい。,プレストレストコンクリート床版の車道部分の最小全厚は、施工性等を考慮して160mmとする。,片持版端部のT荷重による曲げモーメントは、一般部の曲げモーメントの2倍とすればよい。,横桁上の床版に対する床版の支間に直角な方向の設計曲げモーメントは、床版支間に直角な方向の支間曲げモーメントの1/2の大きさで、符号が異なる曲げモーメントとする。,床版に用いる鉄筋の直径は22mm以下を標準とする。,a,プレストレストコンクリート床版の車道部分の最小全厚は180mmである。,道路橋示方書・同解説IIIコンクリート橋・コンクリート部材編,標準
118,鋼構造及びコンクリート,2018,プレストレス力に関する記述として、誤っているものを選びなさい。,プレストレス力の経時的減少量は、PC鋼材のリラクセーション、コンクリートのクリープ、コンクリートの収縮、鉄筋の拘束を考慮して求める。,ポストテンション方式においては、緊張材とシースの摩擦や外ケーブルと偏向部保護管の摩擦等により緊張材の引張力は緊張端（ジャッキ位置）から離れるにつれて減少する。,外ケーブル方式では、定着部もしくは偏向部以外の自由長部の外ケーブルはコンクリート部材外に配置されているため、この区間の摩擦の影響は考慮しなくてよい。,コンクリート構造物または部材の設計に用いる見掛けのリラクセーション率は、PC鋼材のリラクセーション率から導入直後のPC鋼材の引張応力度を考慮して求める必要がある。,c,外ケーブル方式でも自由長部での摩擦やたわみの影響は考慮する必要がある。,コンクリート標準示方書【設計編：標準】,標準
119,鋼構造及びコンクリート,2018,コンクリート構造物において有害なひび割れの発生を制御するために設計段階で考慮すべき事項として、誤っているものを選びなさい。,常時作用する荷重に対して、鉄筋の許容応力度を低く規制するか、プレストレスを導入することが有効であると考えられる。,コンクリートの収縮や温度応力に起因するひび割れをできるだけ抑制するためには、配合条件や使用するセメントへの配慮が必要である。,ひび割れの制御を目的としたひび割れ誘発目地は、設置間隔をコンクリート部材の高さの1～2倍程度、断面欠損率を50％程度とするのがよい。,ひび割れを抑制するために鉄筋を配置する場合は、鉄筋による拘束を小さくするために、鉄筋の径および間隔をできるだけ大きくするのがよい。,d,ひび割れを抑制するためには鉄筋径を小さくし、間隔を密にして拘束効果を高める。,コンクリート標準示方書【設計編】,標準
120,鋼構造及びコンクリート,2018,コンクリートのひび割れ・剥離・空洞の調査に関する説明について、誤っているものを選びなさい。,サーモグラフィ：コンクリートの熱的性質が欠陥部と健全部で異なることに着目し、赤外線装置を用いてコンクリートの内部温度分布を計測することで欠陥を測定する方法,弾性波：コンクリート表面に設置した発振子や衝撃入力装置によって内部に弾性波を発生させ、これをコンクリート表面の受振子で測定し、内部の欠陥の位置や寸法を測定する方法,アコースティック・エミッション(AE)：コンクリートのひび割れ発生に伴って発生し伝播する弾性波を検出する方法,電磁波レーダ：送信アンテナから放射したインパルス状の電磁波が、コンクリートと電気的性質が異なる物体との境界面で反射したものを受信アンテナで受信し、往復の伝搬時間より反射物体までの距離を計算する方法,a,サーモグラフィは表面温度分布を測定する方法であり、内部温度分布は直接測定できない。,非破壊試験法マニュアル,標準
121,鋼構造及びコンクリート,2018,点検に関する記述として、誤っているものを選びなさい。,初期点検は、維持管理開始時点での構造物の性能に関する初期状態を把握することを目的として実施する。,日常点検は、巡回で点検が可能な範囲について、劣化、損傷の有無や程度の把握を目的として実施する。,定期点検は、日常点検では把握できないような構造物全体の劣化、損傷の有無やその程度をより詳細に把握することを目的として実施する。,緊急点検は、災害や事故により変状の生じた、あるいはその可能性のある構造物や部位・部材等を対象とし、点検者の安全を確保した上で速やかに実施する。,b,日常点検は構造物の機能に支障を生じていないかどうかの巡回点検である。詳細な劣化・損傷の把握は定期点検で行う。,コンクリート標準示方書【維持管理編：標準】,標準
